Country.Other|TotalCases|NewCases|TotalDeaths|NewDeaths|TotalRecovered|ActiveCases|Serious.Critical|Tot.Cases.1M.pop|Tot.Deaths.1M.pop|Sys Date|Last updated
68|Slovakia|186|1|NA|NA|7|179|2|34||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
69|Latvia|180|41|NA|NA|1|179|NA|95||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
70|Lithuania|179|36|1|NA|1|177|1|66||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
71|Hungary|167|36|7|1|16|144|6|17||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
72|Uruguay|162|4|NA|NA|NA|162|3|47||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
73|Costa Rica|158|24|2|NA|2|154|2|31||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
74|Morocco|143|28|4|NA|5|134|1|4||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
75|North Macedonia|136|21|2|1|1|133|1|65||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
76|Bosnia and Herzegovina|136|10|1|NA|2|133|1|41||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
77|Andorra|133|20|1|NA|1|131|2|1721||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
78|Jordan|127|15|NA|NA|1|126|NA|12||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
79|Vietnam|123|10|NA|NA|17|106|2|1||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
80|Faeroe Islands|118|3|NA|NA|23|95|NA|2415||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
81|Cyprus|116|21|1|NA|3|112|3|96||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
82|Moldova|109|15|1|NA|2|106|3|27||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
83|Malta|107|17|NA|NA|2|105|1|242||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
84|Albania|104|15|4|2|2|98|2|36||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
85|New Zealand|102|NA|NA|NA|NA|102|NA|21||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
86|Burkina Faso|99|24|4|NA|5|90|NA|5||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
87|Sri Lanka|97|15|NA|NA|2|95|2|5||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
88|Brunei|91|3|NA|NA|2|89|2|208||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
89|Tunisia|89|14|3|NA|1|85|11|8||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
90|Cambodia|87|3|NA|NA|2|85|1|5||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
91|Venezuela|84|14|NA|NA|15|69|2|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
92|Belarus|81|5|NA|NA|22|59|NA|9||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
93|Senegal|79|12|NA|NA|8|71|NA|5||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
94|Ukraine|73|NA|3|NA|1|69|NA|2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
95|Azerbaijan|72|7|1|NA|10|61|3|7||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
96|Réunion|71|7|NA|NA|1|70|NA|79||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
97|Oman|66|11|NA|NA|17|49|NA|13||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
98|Guadeloupe|62|4|1|NA|NA|61|4|155||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
99|Kazakhstan|62|2|NA|NA|NA|62|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
100|Georgia|61|7|NA|NA|8|53|1|15||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
101|Palestine|59|NA|NA|NA|17|42|NA|12||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
102|Cameroon|56|16|NA|NA|2|54|NA|2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
103|Martinique|53|9|1|NA|NA|52|7|141||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
104|Liechtenstein|51|14|NA|NA|NA|51|NA|1338||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
105|Trinidad and Tobago|51|1|NA|NA|NA|51|NA|36||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
106|Uzbekistan|46|3|NA|NA|NA|46|NA|1||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
107|Afghanistan|40|NA|1|NA|1|38|NA|1||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
108|Cuba|40|5|1|NA|NA|39|3|4||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
109|Nigeria|40|10|1|1|2|37|NA|0.2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
110|Mauritius|36|8|2|NA|NA|34|1|28||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
111|DRC|36|6|1|NA|NA|35|NA|0.4||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
112|Channel Islands|36|4|NA|NA|NA|36|NA|207||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
113|Rwanda|36|17|NA|NA|NA|36|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
114|Bangladesh|33|6|3|1|5|25|NA|0.2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
115|Puerto Rico|31|8|2|1|1|28|NA|11||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
116|Honduras|30|4|NA|NA|NA|30|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
117|Guam|29|2|1|NA|NA|28|NA|172||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
118|Ghana|27|4|2|1|NA|25|NA|0.9||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
119|Montenegro|27|6|1|1|NA|26|NA|43||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
120|Bolivia|27|3|NA|NA|NA|27|NA|2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
121|Macao|25|3|NA|NA|10|15|NA|39||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
122|Ivory Coast|25|11|NA|NA|2|23|NA|0.9||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
123|Mayotte|24|13|NA|NA|NA|24|NA|88||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
124|Monaco|23|NA|NA|NA|1|22|NA|586||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
125|Paraguay|22|NA|1|NA|NA|21|1|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
126|Guatemala|20|1|1|NA|NA|19|NA|1||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
127|Guyana|20|1|1|NA|NA|19|NA|25||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
128|French Guiana|20|2|NA|NA|6|14|NA|67||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
129|Jamaica|19|NA|1|NA|2|16|NA|6||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
130|French Polynesia|18|NA|NA|NA|NA|18|NA|64||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
131|Togo|18|2|NA|NA|NA|18|NA|2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
132|Barbados|17|3|NA|NA|NA|17|NA|59||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
133|U.S. Virgin Islands|17|11|NA|NA|NA|17|NA|163||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
134|Kenya|16|1|NA|NA|NA|16|NA|0.3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
135|Kyrgyzstan|16|2|NA|NA|NA|16|NA|2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
136|Gibraltar|15|NA|NA|NA|5|10|NA|445||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
137|Isle of Man|13|8|NA|NA|NA|13|NA|153||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
138|Maldives|13|NA|NA|NA|5|8|NA|24||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
139|Madagascar|12|9|NA|NA|NA|12|NA|0.4||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
140|Tanzania|12|NA|NA|NA|NA|12|NA|0.2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
141|Ethiopia|11|NA|NA|NA|NA|11|NA|0.1||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
142|Mongolia|10|NA|NA|NA|NA|10|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
143|Aruba|9|NA|NA|NA|1|8|NA|84||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
144|Equatorial Guinea|9|3|NA|NA|NA|9|NA|6||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
145|Uganda|9|8|NA|NA|NA|9|NA|0.2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
146|New Caledonia|8|4|NA|NA|NA|8|NA|28||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
147|Saint Martin|8|3|NA|NA|NA|8|NA|207||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
148|Seychelles|7|NA|NA|NA|NA|7|NA|71||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
149|Bermuda|6|NA|NA|NA|NA|6|NA|96||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
150|Haiti|6|4|NA|NA|NA|6|NA|0.5||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
151|Cayman Islands|5|2|1|NA|NA|4|NA|76||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
152|Gabon|5|NA|1|NA|NA|4|NA|2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
153|Benin|5|3|NA|NA|NA|5|NA|0.4||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
154|Suriname|5|NA|NA|NA|NA|5|NA|9||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
155|Curaçao|4|1|1|NA|NA|3|NA|24||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
156|Bahamas|4|NA|NA|NA|NA|4|NA|10||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
157|Congo|4|1|NA|NA|NA|4|NA|0.7||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
158|Greenland|4|NA|NA|NA|NA|4|NA|70||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
159|Guinea|4|2|NA|NA|NA|4|NA|0.3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
160|Namibia|4|1|NA|NA|NA|4|NA|2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
161|Eswatini|4|NA|NA|NA|NA|4|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
162|Zimbabwe|3|NA|1|1|NA|2|NA|0.2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
163|Angola|3|1|NA|NA|NA|3|NA|0.09||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
164|Antigua and Barbuda|3|2|NA|NA|NA|3|NA|31||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
165|Cabo Verde|3|NA|NA|NA|NA|3|NA|5||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
166|CAR|3|NA|NA|NA|NA|3|NA|0.6||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
167|Djibouti|3|2|NA|NA|NA|3|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
168|El Salvador|3|NA|NA|NA|NA|3|NA|0.5||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
169|Fiji|3|1|NA|NA|NA|3|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
170|Liberia|3|NA|NA|NA|NA|3|NA|0.6||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
171|Niger|3|1|NA|NA|NA|3|NA|0.1||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
172|St. Barth|3|NA|NA|NA|NA|3|NA|304||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
173|Saint Lucia|3|1|NA|NA|NA|3|NA|16||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
174|Zambia|3|NA|NA|NA|NA|3|NA|0.2||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
175|Gambia|2|1|1|1|NA|1|NA|0.8||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
176|Sudan|2|NA|1|NA|NA|1|NA|0.05||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
177|Nepal|2|1|NA|NA|1|1|NA|0.07||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
178|Bhutan|2|NA|NA|NA|NA|2|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
179|Dominica|2|1|NA|NA|NA|2|NA|28||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
180|Mauritania|2|NA|NA|NA|NA|2|NA|0.4||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
181|Myanmar|2|2|NA|NA|NA|2|NA|0.04||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
182|Nicaragua|2|NA|NA|NA|NA|2|NA|0.3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
183|Sint Maarten|2|1|NA|NA|NA|2|NA|47||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
184|Belize|1|1|NA|NA|NA|1|NA|3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
185|Chad|1|NA|NA|NA|NA|1|NA|0.06||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
186|Eritrea|1|NA|NA|NA|NA|1|NA|0.3||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
187|Grenada|1|NA|NA|NA|NA|1|NA|9||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
188|Vatican City|1|NA|NA|NA|NA|1|NA|1248||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
189|Montserrat|1|NA|NA|NA|NA|1|NA|200||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
190|Mozambique|1|NA|NA|NA|NA|1|NA|0.03||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
191|Papua New Guinea|1|NA|NA|NA|NA|1|NA|0.1||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
192|St. Vincent Grenadines|1|NA|NA|NA|NA|1|NA|9||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
193|Somalia|1|NA|NA|NA|NA|1|NA|0.06||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
194|Syria|1|NA|NA|NA|NA|1|NA|0.06||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
195|Timor-Leste|1|NA|NA|NA|NA|1|NA|0.8||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
196|Turks and Caicos|1|1|NA|NA|NA|1|NA|26||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
197|Total:|378846|41357|16512|1871|102064|260270|12062|48.6||2020-03-23 21:59:06|March 24, 2020, 01:58 GMT
1|China|81171|78|3277|7|73159|4735|1573|56|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
2|Italy|63927|NA|6077|NA|7432|50418|3204|1057|101|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
3|USA|46168|2434|582|29|295|45291|1040|139|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
4|Spain|39673|4537|2696|385|3794|33183|2355|849|58|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
5|Germany|31370|2314|132|9|749|30489|23|374|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
6|Iran|24811|1762|1934|122|8913|13964|NA|295|23|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
7|France|19856|NA|860|NA|2200|16796|2082|304|13|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
8|Switzerland|9117|322|122|2|131|8864|141|1053|14|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
9|S. Korea|9037|76|120|9|3507|5410|59|176|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
10|UK|6650|NA|335|NA|135|6180|20|98|5|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
11|Netherlands|5560|811|276|63|2|5282|435|324|16|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
12|Austria|4926|452|25|4|9|4892|20|547|3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
13|Belgium|4269|526|122|34|461|3686|381|368|11|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
14|Norway|2715|90|12|2|6|2697|44|501|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
15|Portugal|2362|302|30|7|22|2310|48|232|3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
16|Sweden|2272|226|36|9|16|2220|115|225|4|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
17|Australia|2144|257|8|1|118|2018|11|84|0.3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
18|Canada|2091|NA|24|NA|112|1955|1|55|0.6|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
19|Brazil|1965|41|34|NA|2|1929|18|9|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
20|Israel|1656|214|2|1|49|1605|31|191|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
21|Malaysia|1624|106|15|1|183|1426|64|50|0.5|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
22|Denmark|1577|117|32|8|1|1544|69|272|6|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
23|Turkey|1529|NA|37|NA|NA|1492|NA|18|0.4|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
24|Czechia|1289|53|2|1|8|1279|19|120|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
25|Japan|1140|12|42|NA|285|813|54|9|0.3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
26|Ireland|1125|NA|6|NA|5|1114|29|228|1|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
27|Ecuador|981|NA|18|NA|3|960|2|56|1|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
28|Chile|922|176|2|NA|17|903|7|48|0.1|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
29|Pakistan|918|43|7|1|13|898|NA|4|0.03|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
30|Luxembourg|875|NA|8|NA|6|861|3|1398|13|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
31|Thailand|827|106|4|3|52|771|7|12|0.06|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
32|Poland|799|50|9|1|1|789|3|21|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
33|Finland|792|92|1|NA|10|781|11|143|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
34|Saudi Arabia|767|205|1|1|28|738|NA|22|0.03|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
35|Romania|762|186|8|1|79|675|15|40|0.4|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
36|Diamond Princess|712|NA|10|2|587|115|15|NA|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
37|Greece|695|NA|19|2|29|647|35|67|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
38|Indonesia|686|107|55|6|30|601|NA|3|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
39|Iceland|648|60|2|1|51|595|13|1899|6|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
40|Singapore|558|49|2|NA|156|400|14|95|0.3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
41|South Africa|554|152|NA|NA|4|550|2|9|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
42|Philippines|552|90|35|2|20|497|1|5|0.3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
43|India|519|20|10|NA|40|469|NA|0.4|0.01|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
44|Qatar|501|NA|NA|NA|37|464|6|174|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
45|Russia|495|57|1|NA|22|472|8|3|0.01|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
46|Slovenia|480|38|4|1|3|473|12|231|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
47|Peru|395|NA|5|NA|1|389|19|12|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
48|Bahrain|390|13|3|1|164|223|2|229|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
49|Hong Kong|386|29|4|NA|102|280|4|51|0.5|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
50|Estonia|369|17|NA|NA|7|362|4|278|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
51|Mexico|367|51|4|1|4|359|1|3|0.03|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
52|Egypt|366|NA|19|NA|68|279|NA|4|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
53|Croatia|361|46|1|NA|5|355|6|88|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
54|Panama|345|NA|6|NA|1|338|33|80|1|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
55|Iraq|316|50|27|4|75|214|NA|8|0.7|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
56|Colombia|306|29|3|NA|6|297|NA|6|0.06|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
57|Lebanon|304|37|4|NA|8|292|4|45|0.6|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
58|Argentina|301|NA|4|NA|51|246|NA|7|0.09|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
59|Serbia|249|NA|3|NA|3|243|12|28|0.3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
60|Dominican Republic|245|NA|3|NA|3|239|NA|23|0.3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
61|Armenia|235|NA|NA|NA|2|233|6|79|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
62|Algeria|230|NA|17|NA|65|148|NA|5|0.4|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
63|Taiwan|216|21|2|NA|29|185|NA|9|0.08|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
64|Slovakia|204|18|NA|NA|7|197|2|37|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
65|Bulgaria|202|1|3|NA|3|196|8|29|0.4|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
66|UAE|198|NA|2|NA|41|155|2|20|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
67|Latvia|197|17|NA|NA|1|196|NA|104|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
68|Kuwait|191|2|NA|NA|39|152|5|45|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
69|San Marino|187|NA|21|1|4|162|12|5511|619|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
70|Hungary|187|20|9|1|21|157|6|19|0.9|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
71|Lithuania|187|8|1|NA|1|185|1|69|0.4|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
72|Andorra|164|31|1|NA|1|162|7|2123|13|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
73|Uruguay|162|NA|NA|NA|NA|162|3|47|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
74|Costa Rica|158|NA|2|NA|2|154|2|31|0.4|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
75|New Zealand|155|53|NA|NA|12|143|NA|32|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
76|Bosnia and Herzegovina|150|14|2|1|2|146|1|46|0.6|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
77|North Macedonia|148|12|2|NA|1|145|1|71|1|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
78|Morocco|143|NA|4|NA|5|134|1|4|0.1|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
79|Vietnam|132|9|NA|NA|17|115|3|1|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
80|Jordan|127|NA|NA|NA|1|126|NA|12|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
81|Albania|123|19|5|1|10|108|2|43|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
82|Faeroe Islands|122|4|NA|NA|23|99|NA|2497|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
83|Cyprus|116|NA|1|NA|3|112|3|96|0.8|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
84|Burkina Faso|114|15|4|NA|7|103|NA|5|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
85|Tunisia|114|25|3|NA|1|110|11|10|0.3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
86|Malta|110|3|NA|NA|2|108|1|249|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
87|Moldova|109|NA|1|NA|2|106|10|27|0.2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
88|Brunei|104|13|NA|NA|2|102|2|238|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
89|Sri Lanka|102|5|NA|NA|2|100|2|5|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
90|Ukraine|97|24|3|NA|1|93|NA|2|0.07|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
91|Cambodia|91|4|NA|NA|4|87|1|5|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
92|Azerbaijan|87|15|1|NA|10|76|6|9|0.1|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
93|Senegal|86|7|NA|NA|8|78|NA|5|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
94|Oman|84|18|NA|NA|17|67|NA|16|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
95|Venezuela|84|NA|NA|NA|15|69|2|3|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
96|Belarus|81|NA|NA|NA|22|59|NA|9|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
97|Réunion|75|4|NA|NA|1|74|NA|84|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
98|Kazakhstan|68|6|NA|NA|NA|68|NA|4|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
99|Georgia|67|6|NA|NA|9|58|1|17|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
100|Cameroon|66|10|NA|NA|2|64|NA|2|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
101|Guadeloupe|62|NA|1|NA|NA|61|4|155|2|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
102|Palestine|60|1|NA|NA|16|44|NA|12|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
103|Martinique|53|NA|1|NA|NA|52|7|141|3|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
104|Ghana|52|25|2|NA|NA|50|NA|2|0.06|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
105|Trinidad and Tobago|52|1|NA|NA|NA|52|NA|37|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
106|Liechtenstein|51|NA|NA|NA|NA|51|NA|1338|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
107|Uzbekistan|50|4|NA|NA|NA|50|NA|1|NA|2020-03-24 10:15:53|March 24, 2020, 14:08 GMT
